"PolicyNum","Year","Premium","Deduct","BCcov","Freq","Fire5","NoClaimCredit","EntityType","AlarmCredit","BCClaim"
138096,2010,41927,2500,104815814,0,0,0,5,4,0
138098,2006,8199,500,16076123,0,1,0,5,3,0
138098,2007,9153,500,16947857,1,1,0,5,3,1312.11
138098,2008,9603,500,17782653,1,1,0,5,3,1228.36
138098,2009,9359,500,19097925,0,1,0,5,3,0
138098,2010,9271,500,18541464,1,1,0,5,3,1009
138099,2006,32914,5000,47019358,0,0,0,5,1,0
138099,2007,32043,5000,50067709,0,0,0,5,1,0
138099,2008,32195,5000,52777812,1,0,1,5,1,98610
138099,2009,34349,5000,56311463,0,0,0,5,4,0
138099,2010,28259,5000,54344906,0,0,0,5,4,0
138100,2006,15115,5000,19888018,0,0,0,5,3,0
138100,2007,13568,5000,21199468,0,0,0,5,3,0
138100,2008,13628,5000,22340721,0,0,1,5,3,0
138100,2009,13791,5000,23778297,0,0,1,5,3,0
138100,2010,11492,5000,22983431,0,0,1,5,3,0
138102,2006,22522,5000,43312747,0,1,0,5,2,0
138102,2007,23650,5000,45480579,0,1,0,5,2,0
138102,2008,24953,5000,47986474,0,1,1,5,2,0
138102,2009,23211,5000,51579445,0,1,1,5,2,0
138102,2010,26099,5000,55530814,0,1,1,5,4,0
138103,2006,2759,2500,4310801,0,0,0,5,3,0
138103,2007,2953,2500,4542057,0,0,0,5,3,0
138103,2008,3001,2500,4762961,0,0,1,5,3,0
138103,2009,2762,2500,5114044,0,0,1,5,3,0
138103,2010,3675,2500,6562515,0,0,1,5,3,0
138104,2006,77726,2500,119577095,1,1,0,5,1,20515.64
138104,2007,54051,2500,128691034,0,1,0,5,1,0
138104,2008,75921,2500,135574992,0,1,0,5,1,0
138104,2009,79660,2500,142250977,0,1,1,5,1,0
138104,2010,71715,2500,152586326,0,1,1,5,4,0
138105,2006,5952,500,12937633,1,1,0,5,4,1742.29
138105,2007,6471,500,13766719,1,1,0,5,4,5158.54
138105,2008,6789,500,14444334,0,1,0,5,4,0
138105,2009,6668,500,15508661,0,1,0,5,4,0
138105,2010,6474,500,15055296,0,1,1,5,4,0
138108,2006,34930,2500,74318424,0,1,0,5,4,0
138108,2007,30450,5000,78076286,0,1,0,5,4,0
138108,2008,32148,5000,82431357,0,1,1,5,4,0
138108,2009,29855,5000,87811428,2,1,1,5,4,17643.6
138108,2010,27934,5000,84647756,0,1,0,5,4,0
138109,2006,124072,25000,477196420,208,1,0,5,4,157235.04
138109,2007,120516,25000,502153332,212,1,0,5,4,172311.65
138109,2008,128232,25000,534303596,223,1,0,5,4,139815.39
138109,2009,122910,25000,585290735,263,1,0,5,4,236076.43
138109,2010,124504,25000,565930843,239,1,0,5,4,223784.65
138110,2006,17370,2500,37761688,0,1,0,5,2,0
138110,2007,18232,2500,39636099,0,1,0,5,2,0
138110,2008,19215,2500,41770956,0,1,1,5,2,0
138114,2006,45512,1000,84281372,0,1,0,5,4,0
138114,2007,45280,1000,88785271,2,1,0,5,4,2317
138114,2008,45812,1000,93491716,1,1,0,5,4,12141.34
138114,2009,41700,1000,99286761,0,1,0,5,4,0
138114,2010,39085,1000,95329970,1,1,0,5,4,12180.23
138115,2006,26319,1000,52638074,0,1,0,5,4,0
138115,2007,27650,1000,55300025,2,1,0,5,4,44148.91
138115,2008,28747,1000,58666577,0,1,0,5,4,0
138115,2009,26102,1000,62145992,0,1,0,5,4,0
138115,2010,23112,2500,60820381,1,1,1,5,4,35800
138116,2006,15142,500,21629570,0,0,0,5,1,0
138116,2007,14193,500,22892260,1,0,0,5,1,7640.07
138116,2008,15201,500,24129890,3,0,0,5,1,126060.23
138116,2009,16152,500,25637890,3,0,0,5,1,9488.34
138116,2010,13841,500,24716593,2,0,0,5,1,31493.71
138117,2006,39565,1000,68214432,4,1,0,5,4,15599.33
138117,2007,42234,1000,71582911,2,1,0,5,4,29839.48
138117,2008,43431,1000,76193528,3,1,0,5,4,131013.99
138117,2009,39315,1000,81907625,1,1,0,5,4,33050
138117,2010,34818,2500,79130090,2,1,0,5,4,54686.8
138118,2006,3923,500,4219203,0,1,0,5,1,0
138118,2007,3987,500,4429883,0,1,0,5,3,0
138118,2008,4108,500,4668982,0,1,1,5,3,0
138118,2009,4040,500,4987935,0,1,1,5,3,0
138118,2010,3902,500,4817441,1,1,1,5,3,1204.94
138120,2006,22043,500,31946223,0,0,0,5,1,0
138120,2007,20600,500,34333614,0,0,0,5,1,0
138120,2008,26163,500,44342124,0,0,1,5,2,0
138120,2009,24103,1000,46352306,0,0,1,5,2,0
138120,2010,20105,1000,49037203,0,0,1,5,2,0
138122,2006,35065,500,64935882,0,1,0,5,1,0
138122,2007,37614,500,68390052,2,1,0,5,1,21870.94
138122,2008,38892,500,73379726,0,1,0,5,1,0
138122,2009,36163,500,76941869,1,1,0,5,1,1903
138122,2010,36116,500,73705614,0,1,0,5,3,0
138124,2006,177855,1000,362969062,7,1,0,5,4,55590.7
138124,2007,208373,1000,378861791,6,1,0,5,4,6069.92
138124,2008,203651,1000,399316353,7,1,0,5,4,11208.02
138124,2009,195896,1000,425862141,5,1,0,5,4,48381.76
138124,2010,189171,1000,411241356,6,1,0,5,4,59874.6
138126,2006,32052,25000,89030336,0,1,0,5,4,0
138126,2007,40076,25000,117869818,0,1,0,5,4,0
138126,2008,34711,25000,123968323,0,1,1,5,4,0
138126,2009,32969,25000,131877169,0,1,1,5,4,0
138126,2010,31831,25000,127324565,0,1,1,5,4,0
138128,2006,14812,1000,17426450,0,0,0,5,2,0
138128,2007,12628,1000,15401268,0,0,0,5,2,0
138128,2008,12980,1000,16223703,0,0,1,5,2,0
138128,2009,10495,2500,17204973,0,0,1,5,2,0
138128,2010,10158,2500,16653006,0,0,1,5,2,0
138131,2006,57220,500,116775259,2,1,0,5,4,510
138131,2007,42928,10000,122651154,1,1,0,5,4,7985.44
138131,2008,48078,10000,129938779,0,1,0,5,4,0
138131,2009,49882,10000,138560806,0,1,0,5,4,0
138131,2010,51851,10000,144030984,1,1,1,5,4,104275.35
138133,2006,4254,500,8681638,0,0,0,5,1,0
138133,2007,4118,500,9150920,0,0,0,5,1,0
138133,2008,6933,500,15407887,0,0,1,5,1,0
138133,2009,6632,500,16579027,0,0,1,5,1,0
138133,2010,6266,500,16066904,0,0,1,5,1,0
138134,2006,28312,500,56624136,0,1,0,5,2,0
138134,2007,26196,1000,59537968,0,1,0,5,2,0
138134,2008,32850,1000,64410348,1,1,1,5,3,12956.71
138134,2009,32084,1000,68263870,0,1,0,5,3,0
138134,2010,31529,1000,65686367,0,1,0,5,3,0
138136,2006,37078,5000,77244090,0,1,0,5,4,0
138136,2007,51566,5000,109714163,0,1,0,5,4,0
138136,2008,53158,5000,113102239,0,1,1,5,4,0
138136,2009,48027,5000,120067767,0,1,1,5,4,0
138136,2010,45205,5000,115911040,0,1,1,5,4,0
138137,2006,108715,1000,278754811,4,1,0,5,1,37660.98
138137,2007,114351,1000,293205240,0,1,0,5,1,0
138139,2006,32176,15000,119169911,0,1,0,5,4,0
138139,2007,33628,15000,124548006,4,1,0,5,4,5000
138139,2008,31629,15000,131783652,0,1,0,5,4,0
138139,2009,29424,15000,140110865,0,1,0,5,4,0
138139,2010,28186,15000,134220431,1,1,1,5,4,270806.72
138140,2006,5950,500,13221679,0,1,0,5,1,0
138140,2007,6245,500,13878650,4,1,0,5,1,18363.51
138140,2008,6625,500,14721460,0,1,0,5,1,0
138140,2009,6404,500,15621795,0,1,0,5,1,0
138140,2010,6199,500,15120426,0,1,1,5,1,0
138141,2006,2808,500,2420770,0,0,0,5,1,0
138141,2007,2646,500,2519821,1,0,0,5,1,24719.01
138141,2008,2696,500,2669944,1,0,0,5,1,3533.38
138141,2009,2176,500,2720478,0,0,0,5,3,0
138141,2010,2209,500,2629653,0,0,0,5,3,0
138142,2006,25103,1000,44039423,0,1,0,5,4,0
138142,2007,29126,1000,46232676,1,1,0,5,4,313862.09
138142,2008,31681,1000,48739430,0,1,0,5,4,0
138142,2009,28637,1000,52067302,0,1,0,5,4,0
138142,2010,27456,1000,50844171,0,1,1,5,4,0
138143,2006,84071,2500,168141416,5,1,0,5,3,29322.92
138143,2007,88279,2500,176558056,1,1,0,5,3,32501.24
138143,2008,93071,2500,186141964,1,1,0,5,3,22386
138143,2009,83503,2500,198815673,2,1,0,5,3,3182
138143,2010,82641,2500,192187611,1,1,0,5,2,16960
138144,2006,28517,500,34777373,2,1,0,5,4,70069.29
138144,2007,52373,500,73765204,3,1,0,5,4,746955
138144,2008,42034,500,77839791,2,1,0,5,4,9330.15
138144,2009,26225,2500,81953128,0,1,0,5,4,0
138144,2010,29301,2500,79194064,0,1,0,5,4,0
138145,2006,15707,500,33418995,3,1,0,5,1,6045.98
138145,2007,16260,500,35347208,0,1,0,5,1,0
138145,2008,17201,500,37394995,3,1,0,5,1,8878.44
138145,2009,13539,1000,39821065,1,1,0,5,4,1640.54
138145,2010,12849,1000,37788589,3,1,0,5,4,198205.67
138146,2006,12627,500,19728949,1,1,0,5,1,1066
138146,2007,13876,500,20708860,1,1,0,5,1,7522.63
138146,2008,14620,500,21819838,1,1,0,5,1,5144.33
138146,2009,16534,500,27104625,0,1,0,5,3,0
138146,2010,24293,500,39825787,0,1,0,5,3,0
138147,2006,18611,1000,27368794,0,1,0,5,4,0
138147,2007,19536,1000,28728441,0,1,0,5,4,0
138147,2008,16045,5000,30273905,0,1,1,5,4,0
138147,2009,14147,5000,32151588,0,1,1,5,4,0
138147,2010,14358,5000,31213196,0,1,1,5,4,0
138149,2006,79098,50000,439439769,0,1,0,5,4,0
138149,2007,88080,50000,463576873,0,1,0,5,4,0
138149,2008,83052,50000,488542026,0,1,1,5,4,0
138149,2009,72639,50000,518855249,0,1,1,5,4,0
138149,2010,69500,50000,496436675,0,1,1,5,4,0
138150,2006,5824,2500,14203814,0,1,0,5,1,0
138150,2007,6446,2500,14990486,0,1,0,5,1,0
138150,2008,6781,2500,15770094,0,1,1,5,1,0
138150,2009,6286,2500,16989325,0,1,1,5,1,0
138150,2010,5923,2500,16452280,0,1,1,5,1,0
138151,2006,27866,500,59290603,0,1,0,5,4,0
138151,2007,28014,500,62255171,2,1,0,5,4,33870.1
138151,2008,32247,500,71663187,3,1,0,5,4,6008.54
138151,2009,26667,1000,76187806,2,1,0,5,4,7981.59
138151,2010,26434,1000,73428250,3,1,0,5,4,3515.48
138152,2006,11191,1000,19984161,0,0,0,5,4,0
138152,2007,12009,1000,21066053,0,0,0,5,4,0
138152,2008,12169,1000,22125004,0,0,1,5,4,0
138152,2009,11189,1000,23806659,1,0,1,5,3,5372
138152,2010,10864,1000,23115290,0,0,0,5,3,0
138155,2006,18896,2500,36339497,0,1,0,5,2,0
138155,2007,16796,2500,39059254,0,1,0,5,2,0
138155,2008,18094,2500,41122081,0,1,1,5,2,0
138155,2009,18976,2500,43127075,3,1,1,5,2,12319.17
138155,2010,17526,2500,46121951,1,1,0,5,4,129639.4
138156,2006,102487,5000,341622377,10,1,0,5,4,61295.17
138156,2007,102411,5000,365752223,7,1,0,5,4,76062.88
138156,2008,119471,5000,385390208,4,1,0,5,4,34673.79
138156,2009,114678,5000,409565342,4,1,0,5,4,155509.83
138156,2010,106662,5000,395043745,14,1,0,5,4,476034.86
138157,2007,24692,1000,21660015,0,1,0,5,1,0
138158,2006,51435,5000,135355949,0,1,0,5,1,0
138158,2007,55419,5000,142098821,0,1,0,5,1,0
138158,2008,56953,5000,149875650,0,1,1,5,1,0
138158,2009,51139,5000,159809569,0,1,1,5,1,0
138158,2010,50946,5000,154380979,11,1,1,5,4,54151.46
138159,2006,15972,2500,25353150,1,0,0,5,4,900
138159,2007,16768,2500,26615604,0,0,0,5,4,0
138159,2008,17946,2500,28485536,0,0,0,5,4,0
138159,2009,16339,2500,30257941,0,0,1,5,4,0
138159,2010,15515,2500,29275363,0,0,1,5,4,0
138162,2006,7562,500,14267150,0,1,0,5,3,0
138162,2007,8237,500,14976117,1,1,0,5,3,8245.94
138162,2008,8681,500,15784748,2,1,0,5,4,929.92
138162,2009,7239,1000,16835275,0,1,0,5,4,0
138162,2010,7155,1000,16262264,0,1,0,5,4,0
138163,2006,31607,5000,65847402,0,1,0,5,4,0
138163,2007,31878,5000,69298607,0,1,0,5,4,0
138163,2008,34996,5000,72907850,0,1,1,5,4,0
138163,2009,32391,5000,77123206,1,1,1,5,4,4798
138163,2010,30985,5000,73773127,0,1,0,5,4,0
138164,2006,7926,1000,18873750,1,1,0,5,1,68062.18
138164,2007,7527,2500,19810259,0,1,0,5,1,0
138164,2008,7725,2500,20879698,0,1,0,5,1,0
138164,2009,7343,2500,22250686,0,1,1,5,2,0
138164,2010,7092,2500,21489671,0,1,1,5,2,0
138165,2006,41871,10000,113163151,0,1,0,5,4,0
138165,2007,41870,10000,113163151,1,1,0,5,4,31981.32
138165,2008,47161,10000,134745378,1,1,0,5,4,1087.5
138165,2009,41850,10000,144308641,0,1,0,5,4,0
138165,2010,43221,10000,139419843,0,1,0,5,4,0
138166,2006,13268,2500,26014722,0,1,0,5,2,0
138166,2007,14847,2500,29693582,0,1,0,5,2,0
138166,2008,34595,2500,66528352,0,1,1,5,2,0
138166,2009,43913,2500,70828650,0,1,1,5,2,0
138166,2010,42470,2500,68498693,0,1,1,5,2,0
138167,2006,15047,2500,23511269,0,0,0,5,4,0
138167,2007,15609,2500,24775128,0,0,0,5,4,0
138167,2008,16453,2500,26115324,0,0,1,5,4,0
138167,2009,15094,2500,27950644,1,0,1,5,4,6560.8
138167,2010,14613,2500,27059143,0,0,0,5,4,0
138169,2006,18877,5000,39326956,0,1,0,5,1,0
138169,2007,20229,5000,41282882,1,1,0,5,1,30369.98
138169,2008,21318,5000,43505980,0,1,0,5,1,0
138169,2009,19465,5000,46344918,1,1,0,5,1,82758.42
138169,2010,18813,5000,44791704,0,1,0,5,3,0
138170,2006,47209,500,60524510,3,1,0,5,4,7269.89
138170,2007,47919,500,63891627,0,1,0,5,4,0
138170,2008,50465,500,67286671,1,1,0,5,4,1344.95
138170,2009,48591,500,72524004,1,1,0,5,4,2719.96
138170,2010,46195,500,69992727,3,1,0,5,4,11925.3
138172,2006,14510,500,13561103,0,0,0,5,1,0
138172,2007,14003,500,14435402,0,0,0,5,1,0
138172,2008,14166,500,15231893,0,0,1,5,1,0
138172,2009,14156,500,15221393,0,0,1,5,1,0
138172,2010,13326,500,15678056,0,0,1,5,1,0
138173,2006,34569,1000,50098294,3,1,0,5,3,34023.93
138173,2007,36286,1000,52587933,3,1,0,5,3,32030.65
138173,2008,37147,1000,55443116,2,1,0,5,3,14458.44
138173,2009,40223,1000,71827345,0,1,0,5,4,0
138173,2010,38864,1000,69399473,0,1,0,5,4,0
138174,2006,12506,10000,16675608,0,0,0,5,1,0
138174,2007,11888,10000,17742616,0,0,0,5,1,0
138174,2008,12340,10000,18696422,0,0,1,5,1,0
138174,2009,13089,10000,19831290,0,0,1,5,1,0
138174,2010,10739,10000,19176353,0,0,1,5,2,0
138175,2006,6404,2500,12317151,1,0,0,5,4,3898
138175,2007,5508,2500,13114847,0,0,0,5,4,0
138175,2008,5942,2500,13818519,0,0,0,5,4,0
138175,2009,6324,2500,14705532,0,0,1,5,4,0
138175,2010,5406,2500,14225122,1,0,1,5,4,17973.5
138176,2006,5159,500,5668608,0,1,0,5,1,0
138176,2007,5257,500,5974534,0,1,0,5,1,0
138176,2008,5393,500,6271248,0,1,1,5,4,0
138176,2009,5258,500,6742496,0,1,1,5,4,0
138176,2010,5108,500,6549795,0,1,1,5,4,0
138177,2006,1971,500,4694315,0,1,0,5,1,0
138177,2007,2259,500,4909052,0,1,0,5,1,0
138177,2008,2387,500,5191092,0,1,1,5,1,0
138177,2009,3664,1000,5469751,0,1,1,5,1,0
138177,2010,3589,1000,5436654,0,1,1,5,1,0
138178,2006,2842,500,3023762,0,1,0,5,4,0
138178,2007,2777,500,3155599,0,1,0,5,4,0
138178,2008,2640,1000,3340489,0,1,1,5,4,0
138178,2009,2332,1000,3429863,0,1,1,5,4,0
138178,2010,2302,1000,3336385,0,1,1,5,4,0
138183,2006,27559,1000,47516215,0,1,0,5,4,0
138183,2007,24939,5000,49877212,1,1,0,5,4,8715.42
138183,2008,26314,5000,52628261,0,1,0,5,4,0
138183,2009,24652,5000,56028462,0,1,0,5,4,0
138183,2010,21158,10000,54250495,0,1,1,5,4,0
138186,2006,10791,2500,17128740,0,1,0,5,3,0
138186,2007,11147,2500,17979467,0,1,0,5,3,0
138186,2008,10422,2500,18948661,0,1,1,5,3,0
138186,2009,9693,2500,20194084,0,1,1,5,3,0
138186,2010,9367,2500,19515419,0,1,1,5,3,0
138187,2006,26770,500,28178598,0,1,0,5,1,0
138187,2007,29110,500,30967927,0,1,0,5,1,0
138188,2006,20648,1000,46927918,0,0,0,5,1,0
138188,2007,20697,1000,49278459,0,0,0,5,1,0
138188,2008,21296,1000,51942249,0,0,1,5,1,0
138188,2009,20615,1000,58902200,0,0,1,5,4,0
138188,2010,22141,1000,56772881,1,0,1,5,4,128664.2
138189,2006,31584,500,56401887,2,0,0,5,4,4216.56
138189,2007,30195,500,59205273,2,0,0,5,4,22331
138189,2008,33696,500,62401956,0,0,0,5,4,0
138189,2009,37272,500,66555450,0,0,0,5,4,0
138189,2010,38572,500,64286078,1,0,1,5,4,1600
138190,2006,19150,500,29922983,0,1,0,5,4,0
138190,2007,16340,2500,31422423,3,1,0,5,4,2648
138190,2008,17260,2500,33192416,0,1,0,5,4,0
138190,2009,16041,2500,35647203,1,1,0,5,4,6042.53
138190,2010,15357,2500,34126103,1,1,0,5,4,6043.83
138192,2006,6179,2500,12611359,0,0,0,5,1,0
138192,2007,7212,2500,14139601,0,0,0,5,3,0
138192,2008,7866,2500,14840296,0,0,1,5,3,0
138192,2009,6999,2500,15905992,0,0,1,5,3,0
138192,2010,7103,2500,15442521,1,0,1,5,3,5107.5
138193,2006,96446,10000,267904250,3,1,0,5,1,92917.66
138193,2007,91357,10000,285492439,1,1,0,5,1,435529.62
138193,2008,93270,10000,300869924,1,1,0,5,1,18063.37
138193,2009,96212,10000,320705533,0,1,0,5,1,0
138193,2010,99151,10000,309845782,1,1,0,5,4,1250
138295,2006,9995,500,9995000,0,0,0,5,1,0
138295,2007,13340,500,13896500,1,0,0,5,4,2705.89
138295,2008,14013,500,14446787,0,0,0,5,4,0
138295,2009,13665,500,15528435,0,0,0,5,4,0
138295,2010,13421,500,15079502,0,0,1,5,4,0
138298,2006,10004,1000,18189271,0,1,0,5,3,0
138298,2007,10886,1000,19097561,0,1,0,5,3,0
138298,2008,11074,1000,20134168,0,1,1,5,2,0
138298,2009,10065,1000,21414506,0,1,1,5,2,0
138298,2010,9422,1000,20484043,1,1,1,5,2,8365.8
138300,2006,16093,5000,53643449,0,1,0,5,4,0
138300,2007,15204,5000,56308544,1,1,0,5,4,53098.39
138300,2008,16025,5000,59351448,1,1,0,5,4,10578
138300,2009,15820,5000,63280560,0,1,0,5,4,0
138300,2010,14681,5000,61172589,1,1,0,5,4,12922217.84
138301,2006,14184,2500,33771361,0,1,0,5,4,0
138301,2007,14888,2500,35447664,3,1,0,5,4,22019.09
138301,2008,15682,2500,37339257,0,1,0,5,4,0
138301,2009,13917,2500,39764113,1,1,0,5,4,33933.96
138301,2010,14989,2500,38431851,2,1,0,5,4,168790.3
138302,2006,17683,1000,28519576,0,0,0,5,4,0
138302,2007,18326,1000,30042908,0,0,0,5,4,0
138302,2008,18577,1000,31484871,0,0,1,5,4,0
138302,2009,17217,1000,33759983,1,0,1,5,3,4195
138302,2010,17072,1000,32831072,2,0,0,5,3,78445.74
138303,2006,12686,1000,27580045,0,0,0,5,4,0
138303,2007,14248,1000,29076389,0,0,0,5,4,0
138303,2008,14342,1000,30513954,0,0,1,5,4,0
138303,2009,13113,1000,32779956,0,0,1,5,4,0
138303,2010,13066,1000,31869349,0,0,1,5,4,0
138305,2006,7199,500,10139228,0,1,0,5,4,0
138305,2007,7559,500,10647108,1,1,0,5,4,2452
138305,2008,8053,500,11341983,1,1,0,5,4,1214.4
138305,2009,7552,500,11799410,0,1,0,5,4,0
138305,2010,7519,500,11392030,0,1,0,5,4,0
138307,2006,26423,5000,85234695,0,1,0,5,4,0
138307,2007,26844,5000,89480601,0,1,0,5,4,0
138307,2008,28304,5000,94346772,0,1,1,5,4,0
138307,2009,25228,5000,100906713,0,1,1,5,4,0
138307,2010,24342,5000,97366958,0,1,1,5,4,0
138308,2006,10659,5000,21754193,0,1,0,5,1,0
138308,2007,11661,5000,22863104,1,1,0,5,1,5419.81
138308,2008,11569,5000,24102398,0,1,0,5,1,0
138309,2006,17176,1000,16053212,1,1,0,5,1,2159.43
138309,2007,15916,1000,17300482,2,1,0,5,1,41509.05
138309,2008,16237,1000,18243113,0,1,0,5,1,0
138309,2009,16471,1000,19152989,0,1,0,5,1,0
138309,2010,15072,1000,20645883,0,1,1,5,2,0
138310,2006,23966,10000,47931163,0,0,0,5,4,0
138310,2007,22758,10000,51723355,0,0,0,5,4,0
138310,2008,23437,10000,54504515,0,0,1,5,4,0
138310,2009,24079,10000,54723841,0,0,1,5,4,0
138310,2010,21088,10000,58580481,0,0,1,5,4,0
138311,2006,2024,2500,3264145,0,1,0,5,1,0
138311,2007,2099,2500,3440957,1,1,0,5,1,31051.11
138311,2008,2205,2500,3614138,0,1,0,5,1,0
138311,2009,2021,2500,3886120,0,1,0,5,1,0
138311,2010,1997,2500,3767743,1,1,1,5,1,4170
138312,2006,8830,500,15767330,1,1,0,5,1,26582.47
138312,2007,8772,1000,16551177,1,1,0,5,1,6173.99
138312,2008,8899,1000,17448168,0,1,0,5,1,0
138312,2009,8198,1000,18631278,0,1,0,5,4,0
138312,2010,7911,1000,17979408,1,1,1,5,4,2775
138313,2006,18383,10000,19149852,0,0,0,5,4,0
138313,2007,17506,10000,20840144,0,0,0,5,4,0
138313,2008,16046,10000,21980799,0,0,1,5,4,0
138313,2009,18011,10000,22798186,1,0,1,5,4,23104.97
138314,2006,10075,5000,27229140,0,0,0,5,4,0
138314,2007,10054,5000,28723177,0,0,0,5,4,0
138314,2008,10547,5000,30134359,0,0,1,5,4,0
138314,2009,9377,5000,32332701,1,0,1,5,4,30388.38
138314,2010,9756,5000,31471327,1,0,0,5,4,1279.58
138315,2006,9044,500,12057892,1,0,0,5,1,1028.46
138315,2007,9239,500,12656523,1,0,0,5,1,3052
138315,2008,9727,500,13324361,0,0,0,5,1,0
138315,2009,9366,500,14191152,0,0,0,5,1,0
138315,2010,9050,500,13711976,0,0,1,5,2,0
138316,2006,20109,25000,41039027,0,0,0,5,4,0
138316,2007,17662,25000,43079219,0,0,0,5,4,0
138316,2008,18638,25000,45459816,1,0,1,5,4,137378.59
138316,2009,17321,25000,48113793,0,0,0,5,4,0
138316,2010,16724,25000,46454290,1,0,0,5,4,269628.17
138317,2006,42224,500,41397092,2,1,0,5,3,5152.2
138317,2007,44033,500,45867738,1,1,0,5,3,5600
138317,2008,46358,500,47791864,0,1,0,5,3,0
138317,2009,44919,500,51043501,0,1,0,5,3,0
138317,2010,33158,2500,49489258,0,1,1,5,3,0
138318,2006,25690,500,35680121,0,0,0,5,4,0
138318,2007,23598,500,37457017,4,0,0,5,4,106419.93
138318,2008,26455,500,39484840,0,0,0,5,4,0
138318,2009,24009,500,42120566,4,0,0,5,4,71616.87
138318,2010,24392,500,40652609,3,0,0,5,4,74095.41
138319,2009,40609,1000,50134846,1,1,0,5,4,1818
138319,2010,40573,500,66511774,0,1,0,5,4,0
138320,2006,16959,5000,44628876,0,1,0,5,4,0
138320,2007,17333,5000,46846548,0,1,0,5,4,0
138320,2008,18964,5000,51256314,0,1,1,5,4,0
138320,2009,20110,5000,54351972,0,1,1,5,4,0
138320,2010,18907,5000,52518210,1,1,1,5,4,33192
138321,2006,50752,2500,137167207,2,1,0,5,1,325730
138321,2007,54362,2500,146925887,0,1,0,5,1,0
138321,2008,62603,2500,156507552,0,1,0,5,1,0
138321,2009,56415,2500,165926176,0,1,1,5,3,0
138321,2010,54441,2500,160118377,0,1,1,5,3,0
138322,2006,27047,25000,77274744,0,0,0,5,4,0
138322,2007,38903,25000,117887419,0,0,0,5,4,0
138322,2008,41925,25000,123308885,0,0,1,5,4,0
138322,2009,44110,25000,157535347,0,0,1,5,4,0
138322,2010,39556,25000,152138076,2,0,1,5,4,39317
138323,2006,47996,1000,95991698,1,1,0,5,4,2514.08
138323,2007,49374,1000,100762924,3,1,0,5,4,20321.49
138323,2008,50976,1000,106197860,3,1,0,5,4,25316.23
138323,2009,45323,1000,113304622,0,1,0,5,4,0
138323,2010,44882,1000,109467788,4,1,0,5,4,38935.43
138324,2006,8234,2500,14970936,0,0,0,5,4,0
138324,2007,8485,2500,15711184,0,0,0,5,4,0
138324,2008,8940,2500,16555382,0,0,1,5,4,0
138324,2009,8102,2500,17612643,0,0,1,5,4,0
138324,2010,7832,2500,17025623,1,0,1,5,4,7285.5
138325,2006,7553,500,15105590,0,0,0,5,1,0
138325,2007,6994,500,15896524,0,0,0,5,1,0
138325,2008,10560,500,16761763,1,0,1,5,1,22665.33
138325,2009,9561,500,17384295,0,0,0,5,4,0
138326,2006,15777,5000,22865345,0,1,0,5,1,0
138326,2007,23643,5000,32387861,0,1,0,5,3,0
138326,2008,24500,5000,34028563,0,1,1,5,3,0
138326,2009,22673,5000,36570065,0,1,1,5,3,0
138326,2010,21461,5000,35181394,0,1,1,5,3,0
138327,2006,22535,25000,97977612,0,1,0,5,4,0
138327,2007,22720,25000,103270542,0,1,0,5,4,0
138327,2008,23854,25000,108430694,1,1,1,5,4,127075.2
138327,2009,22107,25000,116357848,0,1,0,5,4,0
138327,2010,21514,25000,113233746,0,1,0,5,4,0
138330,2006,10959,5000,14809354,0,0,0,5,1,0
138330,2007,9671,10000,15853867,0,0,0,5,1,0
138330,2008,10104,10000,16563049,0,0,1,5,1,0
138330,2009,9221,10000,17397370,0,0,1,5,1,0
138330,2010,9107,10000,16864955,0,0,1,5,1,0
138331,2006,7090,500,7090072,0,1,0,5,1,0
138331,2007,7143,500,7440944,1,1,0,5,1,3312
138331,2008,6089,500,7908154,0,1,0,5,1,0
138331,2009,5876,500,8515628,0,1,0,5,1,0
138331,2010,5681,500,8233656,0,1,1,5,4,0
138332,2006,8363,5000,17792262,0,0,0,5,4,0
138332,2007,8626,5000,18753308,0,0,0,5,4,0
138332,2008,9055,5000,19685168,0,0,1,5,4,0
138333,2006,15879,5000,28355531,0,0,0,5,4,0
138333,2007,13990,5000,29766412,0,0,0,5,4,0
138333,2008,14428,5000,31362602,0,0,1,5,4,0
138333,2009,13348,5000,33368810,0,0,1,5,4,0
138333,2010,12953,5000,32382651,1,0,1,5,4,2000
138334,2006,23412,500,26604234,0,1,0,5,4,0
138334,2007,17553,2500,27862663,0,1,0,5,4,0
138334,2008,18530,2500,29411988,0,1,1,5,4,0
138334,2009,16427,2500,30993791,0,1,1,5,4,0
138334,2010,15867,2500,29937939,1,1,1,5,4,5164.86
138335,2006,40320,1000,96001458,1,1,0,5,4,8164.92
138335,2007,44336,1000,100764136,3,1,0,5,4,2079
138335,2008,39297,2500,106208408,3,1,0,5,4,43562
138335,2009,37403,2500,113344181,1,1,0,5,4,6306.05
138335,2010,36138,2500,109507859,1,1,0,5,4,1000
138337,2006,35173,10000,103451057,0,1,0,5,4,0
138337,2007,36923,10000,108596068,0,1,0,5,4,0
138337,2008,38918,10000,114462570,0,1,1,5,4,0
138337,2009,39597,10000,146655122,0,1,1,5,4,0
138337,2010,45326,10000,141643498,0,1,1,5,4,0
138338,2006,47934,2500,106519875,2,0,0,5,4,4035
138338,2007,45904,2500,111961100,1,0,0,5,4,484887.29
138338,2008,52846,2500,117435218,0,0,0,5,4,0
